,HOUSEID,AVG_AGE,HIGH_EDUC,FT_ratio,AVG_WORK_DIST,AVG_TIME
513,30031866,>60,5,non-work,Not Sure,non-work
514,30031977,>60,5,0,5-10 miles,10 - 20
515,30032004,>60,4,0.5,10 - 15 miles,20 - 30
516,30032163,50 - 60,2,non-work,Not Sure,non-work
517,30032194,<=30,5,<0.5,5-10 miles,10 - 20
518,30032346,50 - 60,4,1,Not Sure,non-work
519,30032375,>60,2,non-work,Not Sure,non-work
520,30032457,40 - 50,5,>0.5,>15 miles,10 - 20
521,30032500,>60,3,non-work,Not Sure,non-work
522,30032632,>60,4,non-work,Not Sure,non-work
523,30032641,>60,5,0,5-10 miles,10 - 20
524,30032643,>60,1,non-work,Not Sure,non-work
525,30032685,>60,5,non-work,Not Sure,non-work
526,30032736,>60,3,non-work,Not Sure,non-work
527,30032870,>60,3,non-work,Not Sure,non-work
528,30032872,>60,3,non-work,Not Sure,non-work
529,30032988,40 - 50,5,1,<=5 miles,<=10
530,30033152,<=30,5,0.5,>15 miles,>30
531,30033165,<=30,3,non-work,Not Sure,non-work
532,30033214,>60,4,1,<=5 miles,<=10
533,30033290,<=30,3,0.5,>15 miles,>30
534,30033318,50 - 60,3,non-work,Not Sure,non-work
535,30033335,>60,5,0.5,>15 miles,20 - 30
536,30033396,<=30,2,<0.5,Not Sure,non-work
537,30033405,40 - 50,4,1,10 - 15 miles,10 - 20
538,30033413,>60,5,non-work,Not Sure,non-work
539,30033432,50 - 60,2,<0.5,5-10 miles,>30
540,30033477,>60,5,0,Not Sure,non-work
541,30033508,30 - 40,3,0.5,10 - 15 miles,20 - 30
542,30033510,>60,5,non-work,Not Sure,non-work
543,30033630,40 - 50,5,1,>15 miles,<=10
544,30033673,>60,3,0.5,5-10 miles,10 - 20
545,30033708,30 - 40,2,1,5-10 miles,<=10
546,30033745,<=30,4,0,<=5 miles,10 - 20
547,30033906,>60,1,non-work,Not Sure,non-work
548,30033907,30 - 40,4,0.5,<=5 miles,20 - 30
549,30033919,40 - 50,2,1,>15 miles,20 - 30
550,30034083,30 - 40,5,<0.5,5-10 miles,10 - 20
551,30034126,30 - 40,4,1,<=5 miles,10 - 20
552,30034180,>60,5,non-work,Not Sure,non-work
553,30034325,50 - 60,5,1,Not Sure,non-work
554,30034393,>60,5,non-work,Not Sure,non-work
555,30034425,<=30,4,1,5-10 miles,10 - 20
556,30034431,>60,5,non-work,Not Sure,non-work
557,30034500,>60,5,non-work,Not Sure,non-work
558,30034681,30 - 40,5,<0.5,>15 miles,>30
559,30034702,30 - 40,5,1,<=5 miles,10 - 20
560,30034717,>60,3,non-work,Not Sure,non-work
561,30034727,<=30,5,non-work,Not Sure,non-work
562,30034777,50 - 60,3,1,<=5 miles,10 - 20
563,30034787,>60,5,0,10 - 15 miles,10 - 20
564,30034792,>60,2,non-work,Not Sure,non-work
565,30034793,>60,3,non-work,Not Sure,non-work
566,30034820,>60,2,non-work,Not Sure,non-work
567,30034970,50 - 60,3,0,5-10 miles,10 - 20
568,30035173,>60,4,non-work,Not Sure,non-work
569,30035186,50 - 60,2,1,>15 miles,>30
570,30035196,40 - 50,5,1,10 - 15 miles,20 - 30
571,30035245,>60,2,non-work,Not Sure,non-work
572,30035251,>60,3,non-work,Not Sure,non-work
573,30035322,>60,5,non-work,Not Sure,non-work
574,30035333,50 - 60,5,1,>15 miles,20 - 30
575,30035344,<=30,3,0.5,10 - 15 miles,>30
576,30035345,>60,5,0.5,<=5 miles,<=10
577,30035387,50 - 60,5,0,10 - 15 miles,10 - 20
578,30035414,40 - 50,5,0.5,<=5 miles,20 - 30
579,30035431,50 - 60,2,non-work,Not Sure,non-work
580,30035552,>60,3,non-work,Not Sure,non-work
581,30035671,50 - 60,2,non-work,Not Sure,non-work
582,30035723,>60,5,0.5,>15 miles,20 - 30
583,30035774,30 - 40,4,>0.5,5-10 miles,10 - 20
584,30035815,<=30,4,0.5,>15 miles,>30
585,30035816,>60,2,non-work,Not Sure,non-work
586,30035820,40 - 50,5,<0.5,5-10 miles,10 - 20
587,30035826,50 - 60,5,non-work,Not Sure,non-work
588,30035839,>60,2,non-work,Not Sure,non-work
589,30035845,40 - 50,3,>0.5,5-10 miles,10 - 20
590,30035856,50 - 60,5,1,5-10 miles,10 - 20
591,30035931,40 - 50,5,non-work,Not Sure,non-work
592,30035961,40 - 50,2,non-work,Not Sure,non-work
593,30035997,>60,3,non-work,Not Sure,non-work
594,30036027,>60,5,non-work,Not Sure,non-work
595,30036029,<=30,4,<0.5,>15 miles,>30
596,30036047,>60,5,non-work,Not Sure,non-work
597,30036092,>60,5,non-work,Not Sure,non-work
598,30036113,50 - 60,3,1,>15 miles,20 - 30
599,30036310,<=30,1,non-work,Not Sure,non-work
600,30036344,40 - 50,5,1,>15 miles,>30
601,30036403,<=30,5,non-work,Not Sure,non-work
602,30036446,>60,5,non-work,Not Sure,non-work
603,30036469,<=30,4,1,<=5 miles,<=10
604,30036526,>60,2,non-work,Not Sure,non-work
605,30036589,>60,2,non-work,Not Sure,non-work
606,30036628,>60,2,non-work,Not Sure,non-work
607,30036700,>60,1,non-work,Not Sure,non-work
608,30036711,>60,3,non-work,Not Sure,non-work
609,30036807,50 - 60,2,0.5,5-10 miles,10 - 20
610,30036827,30 - 40,4,0,<=5 miles,10 - 20
611,30036869,40 - 50,5,<0.5,<=5 miles,<=10
612,30036906,50 - 60,4,1,>15 miles,10 - 20
613,30036979,>60,4,1,<=5 miles,>30
614,30037064,<=30,4,<0.5,>15 miles,>30
615,30037070,>60,2,non-work,Not Sure,non-work
616,30037093,50 - 60,2,0.5,10 - 15 miles,10 - 20
617,30037200,>60,3,1,10 - 15 miles,10 - 20
618,30037217,40 - 50,5,1,>15 miles,20 - 30
619,30037224,30 - 40,5,<0.5,<=5 miles,<=10
620,30037292,>60,2,non-work,Not Sure,non-work
621,30037377,40 - 50,4,1,>15 miles,>30
622,30037466,40 - 50,5,1,<=5 miles,<=10
623,30037662,50 - 60,4,1,<=5 miles,<=10
624,30037672,30 - 40,5,1,<=5 miles,10 - 20
625,30037713,50 - 60,5,1,>15 miles,>30
626,30037741,>60,1,non-work,Not Sure,non-work
627,30037809,<=30,5,1,>15 miles,>30
628,30037824,>60,1,non-work,Not Sure,non-work
629,30037882,50 - 60,4,1,>15 miles,>30
630,30037932,>60,1,non-work,Not Sure,non-work
631,30038180,50 - 60,5,1,>15 miles,>30
632,30038264,>60,5,non-work,Not Sure,non-work
633,30038332,>60,3,non-work,Not Sure,non-work
634,30038629,50 - 60,5,1,>15 miles,>30
635,30038652,40 - 50,3,<0.5,>15 miles,20 - 30
636,30038663,>60,5,non-work,Not Sure,non-work
637,30038781,30 - 40,5,>0.5,<=5 miles,<=10
638,30038889,30 - 40,3,0.5,10 - 15 miles,20 - 30
639,30038913,<=30,2,<0.5,>15 miles,>30
640,30038923,>60,2,0,<=5 miles,<=10
641,30038980,40 - 50,2,1,<=5 miles,<=10
642,30039191,>60,3,0.5,Not Sure,non-work
643,30039284,<=30,3,<0.5,<=5 miles,<=10
644,30039538,30 - 40,4,<0.5,5-10 miles,10 - 20
645,30039573,>60,2,0,10 - 15 miles,10 - 20
646,30039595,>60,3,non-work,Not Sure,non-work
647,30039779,50 - 60,3,0.5,<=5 miles,10 - 20
648,30039834,30 - 40,3,>0.5,>15 miles,10 - 20
649,30039840,>60,5,<0.5,>15 miles,>30
650,30039950,>60,3,1,>15 miles,>30
651,30039984,>60,1,non-work,Not Sure,non-work
652,30040005,50 - 60,3,0.5,5-10 miles,10 - 20
653,30040076,>60,3,non-work,Not Sure,non-work
654,30040165,30 - 40,5,<0.5,<=5 miles,10 - 20
655,30040190,<=30,4,<0.5,10 - 15 miles,20 - 30
656,30040227,>60,3,non-work,Not Sure,non-work
657,30040453,>60,5,non-work,Not Sure,non-work
658,30040465,>60,4,non-work,Not Sure,non-work
659,30040492,>60,5,0,5-10 miles,10 - 20
660,30040680,>60,3,non-work,Not Sure,non-work
661,30040700,>60,2,non-work,Not Sure,non-work
662,30040770,>60,5,non-work,Not Sure,non-work
663,30040778,>60,1,non-work,Not Sure,non-work
664,30040786,50 - 60,5,1,>15 miles,>30
665,30040861,50 - 60,3,1,5-10 miles,10 - 20
666,30040874,>60,2,1,<=5 miles,10 - 20
667,30040928,>60,2,non-work,Not Sure,non-work
668,30040937,50 - 60,2,1,5-10 miles,<=10
669,30041074,<=30,5,0.5,<=5 miles,<=10
670,30041109,>60,1,non-work,Not Sure,non-work
671,30041175,40 - 50,4,1,<=5 miles,10 - 20
672,30041374,50 - 60,5,non-work,Not Sure,non-work
673,30041406,30 - 40,5,0.5,Not Sure,non-work
674,30041532,40 - 50,5,<0.5,>15 miles,>30
675,30041578,>60,5,non-work,Not Sure,non-work
676,30041611,<=30,5,<0.5,5-10 miles,10 - 20
677,30041648,>60,5,0.5,5-10 miles,20 - 30
678,30041775,<=30,3,1,<=5 miles,10 - 20
679,30041805,>60,5,0,10 - 15 miles,10 - 20
680,30041810,>60,5,0.5,5-10 miles,10 - 20
681,30041824,30 - 40,5,1,5-10 miles,10 - 20
682,30041837,>60,2,non-work,Not Sure,non-work
683,30041879,50 - 60,3,0.5,10 - 15 miles,10 - 20
684,30042023,>60,5,non-work,Not Sure,non-work
685,30042108,50 - 60,3,0.5,<=5 miles,10 - 20
686,30042111,>60,4,non-work,Not Sure,non-work
687,30042198,>60,5,non-work,Not Sure,non-work
688,30042343,>60,4,non-work,Not Sure,non-work
689,30042348,30 - 40,4,>0.5,5-10 miles,10 - 20
690,30042390,>60,4,non-work,Not Sure,non-work
691,30042403,>60,5,1,>15 miles,>30
692,30042405,<=30,4,1,10 - 15 miles,20 - 30
693,30042525,<=30,5,<0.5,Not Sure,non-work
694,30042582,>60,3,non-work,Not Sure,non-work
695,30042604,>60,2,non-work,Not Sure,non-work
696,30042617,50 - 60,3,1,5-10 miles,10 - 20
697,30042626,30 - 40,4,<0.5,>15 miles,>30
698,30042633,30 - 40,3,non-work,Not Sure,non-work
699,30042651,>60,5,0.5,<=5 miles,10 - 20
700,30042659,<=30,3,1,>15 miles,20 - 30
701,30042967,50 - 60,3,1,<=5 miles,10 - 20
702,30043048,50 - 60,5,non-work,Not Sure,non-work
703,30043197,40 - 50,5,1,<=5 miles,<=10
704,30043240,>60,5,non-work,Not Sure,non-work
705,30043335,30 - 40,5,1,5-10 miles,10 - 20
706,30043382,>60,5,0,<=5 miles,<=10
707,30043413,50 - 60,2,1,5-10 miles,>30
708,30043527,50 - 60,1,0.5,5-10 miles,20 - 30
709,30043537,50 - 60,2,0.5,5-10 miles,10 - 20
710,30043716,>60,4,non-work,Not Sure,non-work
711,30043808,>60,4,non-work,Not Sure,non-work
712,30043874,>60,2,non-work,Not Sure,non-work
713,30043886,>60,3,non-work,Not Sure,non-work
714,30044054,>60,2,non-work,Not Sure,non-work
715,30044184,>60,5,non-work,Not Sure,non-work
716,30044243,>60,5,1,>15 miles,>30
717,30044571,>60,2,non-work,Not Sure,non-work
718,30044641,>60,3,non-work,Not Sure,non-work
719,30044952,40 - 50,4,1,>15 miles,>30
720,30044956,30 - 40,3,<0.5,<=5 miles,<=10
721,30044968,>60,3,0.5,<=5 miles,<=10
722,30044994,30 - 40,3,>0.5,10 - 15 miles,>30
723,30045065,>60,3,non-work,Not Sure,non-work
724,30045098,50 - 60,5,1,<=5 miles,<=10
725,30045120,30 - 40,5,0.5,>15 miles,>30
726,30045167,>60,4,non-work,Not Sure,non-work
727,30045184,>60,2,non-work,Not Sure,non-work
728,30045192,>60,5,1,Not Sure,non-work
729,30045277,>60,2,non-work,Not Sure,non-work
730,30045295,50 - 60,2,1,5-10 miles,10 - 20
731,30045337,>60,5,0.5,<=5 miles,10 - 20
732,30045400,50 - 60,4,1,<=5 miles,<=10
733,30045499,50 - 60,3,non-work,Not Sure,non-work
734,30045500,50 - 60,2,0.5,5-10 miles,<=10
735,30045612,50 - 60,2,0.5,>15 miles,20 - 30
736,30045657,>60,4,0.5,Not Sure,non-work
737,30045824,>60,4,non-work,Not Sure,non-work
738,30045953,<=30,5,1,10 - 15 miles,20 - 30
739,30046068,40 - 50,3,1,10 - 15 miles,10 - 20
740,30046147,>60,4,non-work,Not Sure,non-work
741,30046226,>60,3,non-work,Not Sure,non-work
742,30046363,50 - 60,5,0.5,>15 miles,20 - 30
743,30046419,>60,4,1,10 - 15 miles,10 - 20
744,30046427,>60,1,non-work,Not Sure,non-work
745,30046449,>60,2,non-work,Not Sure,non-work
746,30046532,>60,5,1,5-10 miles,10 - 20
747,30046533,40 - 50,5,non-work,Not Sure,non-work
748,30046549,40 - 50,3,<0.5,>15 miles,20 - 30
749,30046587,>60,5,1,>15 miles,10 - 20
750,30046724,40 - 50,4,1,>15 miles,>30
751,30046748,>60,2,non-work,Not Sure,non-work
752,30046771,50 - 60,4,1,>15 miles,>30
753,30046869,>60,3,non-work,Not Sure,non-work
754,30047001,>60,1,0,<=5 miles,<=10
755,30047096,40 - 50,4,1,5-10 miles,10 - 20
756,30047116,50 - 60,5,<0.5,>15 miles,>30
757,30047130,>60,3,non-work,Not Sure,non-work
758,30047196,>60,1,non-work,Not Sure,non-work
759,30047236,50 - 60,1,1,5-10 miles,>30
760,30047292,50 - 60,3,non-work,Not Sure,non-work
761,30047300,<=30,5,0.5,10 - 15 miles,10 - 20
762,30047406,>60,2,non-work,Not Sure,non-work
763,30047409,>60,2,non-work,Not Sure,non-work
764,30047413,>60,5,0.5,<=5 miles,<=10
765,30047422,>60,5,non-work,Not Sure,non-work
766,30047513,>60,5,1,5-10 miles,10 - 20
767,30047612,50 - 60,3,non-work,Not Sure,non-work
768,30047649,>60,4,non-work,Not Sure,non-work
769,30047745,30 - 40,5,1,<=5 miles,<=10
770,30047913,>60,2,non-work,Not Sure,non-work
771,30048005,40 - 50,3,non-work,Not Sure,non-work
772,30048022,30 - 40,5,0.5,<=5 miles,<=10
773,30048047,30 - 40,4,0.5,<=5 miles,10 - 20
774,30048158,>60,2,non-work,Not Sure,non-work
775,30048161,40 - 50,4,0.5,10 - 15 miles,>30
776,30048236,40 - 50,4,1,<=5 miles,20 - 30
777,30048259,>60,5,1,>15 miles,>30
778,30048340,<=30,5,<0.5,5-10 miles,<=10
779,30048434,>60,5,0.5,>15 miles,20 - 30
780,30048448,<=30,5,0.5,>15 miles,20 - 30
781,30048522,30 - 40,4,<0.5,<=5 miles,<=10
782,30048570,>60,3,0.5,>15 miles,20 - 30
783,30048591,30 - 40,5,<0.5,<=5 miles,<=10
784,30048666,40 - 50,1,non-work,Not Sure,non-work
785,30048767,<=30,4,1,5-10 miles,10 - 20
786,30048809,40 - 50,5,>0.5,5-10 miles,10 - 20
787,30048832,40 - 50,4,1,5-10 miles,20 - 30
788,30048837,50 - 60,3,non-work,Not Sure,non-work
789,30048864,<=30,4,1,<=5 miles,10 - 20
790,30048937,>60,2,non-work,Not Sure,non-work
791,30048976,30 - 40,4,non-work,Not Sure,non-work
792,30048996,30 - 40,4,1,<=5 miles,>30
793,30049029,30 - 40,5,0.5,>15 miles,>30
794,30049218,>60,2,non-work,Not Sure,non-work
795,30049241,>60,4,non-work,Not Sure,non-work
796,30049320,50 - 60,5,non-work,Not Sure,non-work
797,30049385,>60,3,non-work,Not Sure,non-work
798,30049470,40 - 50,4,<0.5,5-10 miles,20 - 30
799,30049531,50 - 60,5,1,5-10 miles,10 - 20
800,30049602,>60,2,0,>15 miles,>30
801,30049623,>60,4,0,<=5 miles,<=10
802,30049711,30 - 40,5,>0.5,5-10 miles,10 - 20
803,30049729,>60,3,non-work,Not Sure,non-work
804,30049749,30 - 40,5,1,<=5 miles,<=10
805,30049766,>60,3,0,<=5 miles,<=10
806,30049783,>60,3,non-work,Not Sure,non-work
807,30050205,>60,5,non-work,Not Sure,non-work
808,30050208,>60,5,non-work,Not Sure,non-work
809,30050258,50 - 60,4,<0.5,<=5 miles,<=10
810,30050292,>60,3,non-work,Not Sure,non-work
811,30050338,>60,4,1,Not Sure,non-work
812,30050557,30 - 40,4,1,10 - 15 miles,20 - 30
813,30050600,>60,3,non-work,Not Sure,non-work
814,30050756,<=30,5,0.5,>15 miles,>30
815,30050775,40 - 50,2,non-work,Not Sure,non-work
816,30050822,>60,5,0.5,>15 miles,>30
817,30051194,>60,4,0,Not Sure,non-work
818,30051283,<=30,3,non-work,Not Sure,non-work
819,30051388,50 - 60,3,non-work,Not Sure,non-work
820,30051433,>60,3,non-work,Not Sure,non-work
821,30051459,>60,2,non-work,Not Sure,non-work
822,30051509,50 - 60,2,non-work,Not Sure,non-work
823,30051620,>60,3,non-work,Not Sure,non-work
824,30051621,40 - 50,3,1,>15 miles,10 - 20
825,30051630,<=30,3,non-work,Not Sure,non-work
826,30051861,>60,5,non-work,Not Sure,non-work
827,30051875,>60,5,1,10 - 15 miles,20 - 30
828,30051944,>60,5,non-work,Not Sure,non-work
829,30051961,30 - 40,5,0,5-10 miles,20 - 30
830,30052039,>60,5,1,10 - 15 miles,10 - 20
831,30052063,50 - 60,2,non-work,Not Sure,non-work
832,30052095,<=30,5,0.5,<=5 miles,10 - 20
833,30052124,40 - 50,2,non-work,Not Sure,non-work
834,30052143,>60,4,non-work,Not Sure,non-work
835,30052209,>60,5,non-work,Not Sure,non-work
836,30052240,<=30,5,<0.5,>15 miles,>30
837,30052306,>60,3,non-work,Not Sure,non-work
838,30052360,50 - 60,4,1,<=5 miles,<=10
839,30052393,<=30,3,<0.5,>15 miles,>30
840,30052503,50 - 60,3,non-work,Not Sure,non-work
841,30052528,50 - 60,3,0.5,10 - 15 miles,>30
842,30052592,40 - 50,5,>0.5,5-10 miles,10 - 20
843,30052652,30 - 40,3,<0.5,Not Sure,non-work
844,30052877,>60,5,non-work,Not Sure,non-work
845,30052888,30 - 40,5,>0.5,>15 miles,20 - 30
846,30053075,<=30,4,1,<=5 miles,10 - 20
847,30053111,<=30,5,0,Not Sure,non-work
848,30053156,>60,3,non-work,Not Sure,non-work
849,30053309,>60,3,0,5-10 miles,20 - 30
850,30053341,40 - 50,4,1,5-10 miles,>30
851,30053352,40 - 50,2,<0.5,>15 miles,<=10
852,30053479,40 - 50,5,1,>15 miles,>30
853,30053560,>60,5,1,>15 miles,20 - 30
854,30053611,>60,2,non-work,Not Sure,non-work
855,30053639,50 - 60,3,1,<=5 miles,<=10
856,30053642,50 - 60,4,0.5,5-10 miles,10 - 20
857,30053703,40 - 50,4,0,5-10 miles,>30
858,30053724,30 - 40,4,>0.5,>15 miles,20 - 30
859,30053775,30 - 40,5,<0.5,5-10 miles,<=10
860,30053782,>60,2,0,>15 miles,20 - 30
861,30053835,<=30,3,0,5-10 miles,10 - 20
862,30053990,<=30,5,1,5-10 miles,10 - 20
863,30053993,<=30,5,>0.5,<=5 miles,<=10
864,30054074,30 - 40,4,0,<=5 miles,10 - 20
865,30054197,30 - 40,5,non-work,Not Sure,non-work
866,30054237,>60,3,non-work,Not Sure,non-work
867,30054310,30 - 40,3,>0.5,5-10 miles,10 - 20
868,30054324,>60,2,non-work,Not Sure,non-work
869,30054338,40 - 50,3,non-work,Not Sure,non-work
870,30054403,30 - 40,3,0.5,<=5 miles,10 - 20
871,30054451,>60,3,non-work,Not Sure,non-work
872,30054489,>60,4,non-work,Not Sure,non-work
873,30054605,40 - 50,4,0,5-10 miles,10 - 20
874,30054677,>60,2,non-work,Not Sure,non-work
875,30054860,50 - 60,5,<0.5,10 - 15 miles,>30
876,30054864,30 - 40,5,0.5,<=5 miles,<=10
877,30054898,50 - 60,3,0,<=5 miles,<=10
878,30054989,50 - 60,3,1,>15 miles,20 - 30
879,30055124,40 - 50,2,1,10 - 15 miles,20 - 30
880,30055252,>60,2,non-work,Not Sure,non-work
881,30055289,>60,3,non-work,Not Sure,non-work
882,30055396,<=30,5,<0.5,>15 miles,>30
883,30055406,>60,4,non-work,Not Sure,non-work
884,30055625,50 - 60,5,1,<=5 miles,10 - 20
885,30055629,>60,5,1,10 - 15 miles,20 - 30
886,30055656,>60,2,non-work,Not Sure,non-work
887,30055666,40 - 50,5,non-work,Not Sure,non-work
888,30055680,50 - 60,3,0,10 - 15 miles,>30
889,30055782,<=30,4,<0.5,<=5 miles,<=10
890,30055788,50 - 60,5,0,<=5 miles,<=10
891,30055839,50 - 60,3,1,Not Sure,non-work
892,30056140,>60,5,non-work,Not Sure,non-work
893,30056156,>60,5,non-work,Not Sure,non-work
894,30056166,>60,2,0,>15 miles,<=10
895,30056234,>60,2,non-work,Not Sure,non-work
896,30056406,30 - 40,3,0.5,>15 miles,>30
897,30056422,40 - 50,3,<0.5,5-10 miles,>30
898,30056466,30 - 40,2,0,>15 miles,<=10
899,30056582,>60,3,non-work,Not Sure,non-work
900,30056595,>60,2,non-work,Not Sure,non-work
901,30056690,30 - 40,5,<0.5,>15 miles,>30
902,30056698,>60,4,non-work,Not Sure,non-work
903,30056714,>60,4,non-work,Not Sure,non-work
904,30056910,40 - 50,5,0.5,>15 miles,>30
905,30056927,40 - 50,3,0,<=5 miles,<=10
906,30056950,50 - 60,3,1,>15 miles,>30
907,30057017,40 - 50,5,1,5-10 miles,20 - 30
908,30057038,>60,2,non-work,Not Sure,non-work
909,30057106,50 - 60,3,non-work,Not Sure,non-work
910,30057130,>60,3,non-work,Not Sure,non-work
911,30057155,30 - 40,5,1,<=5 miles,10 - 20
912,30057226,>60,2,0.5,5-10 miles,10 - 20
913,30057333,50 - 60,3,<0.5,<=5 miles,<=10
914,30057387,40 - 50,5,non-work,Not Sure,non-work
915,30057389,>60,3,non-work,Not Sure,non-work
916,30057530,>60,2,non-work,Not Sure,non-work
917,30057535,40 - 50,5,0.5,5-10 miles,>30
918,30057687,>60,5,0.5,10 - 15 miles,>30
919,30057837,>60,5,non-work,Not Sure,non-work
920,30057910,>60,4,0.5,<=5 miles,20 - 30
921,30057980,40 - 50,5,<0.5,<=5 miles,<=10
922,30058041,30 - 40,4,>0.5,5-10 miles,10 - 20
923,30058065,<=30,4,<0.5,>15 miles,20 - 30
924,30058148,50 - 60,3,0.5,5-10 miles,10 - 20
925,30058199,50 - 60,4,0.5,5-10 miles,10 - 20
926,30058221,<=30,5,<0.5,>15 miles,>30
927,30058446,>60,3,non-work,Not Sure,non-work
928,30058470,40 - 50,2,non-work,Not Sure,non-work
929,30058654,<=30,4,0.5,>15 miles,>30
930,30058762,>60,2,1,<=5 miles,<=10
931,30058874,40 - 50,5,1,<=5 miles,>30
932,30058885,>60,4,non-work,Not Sure,non-work
933,30059011,>60,3,non-work,Not Sure,non-work
934,30059021,>60,4,non-work,Not Sure,non-work
935,30059047,30 - 40,3,<0.5,5-10 miles,>30
936,30059053,>60,5,non-work,Not Sure,non-work
937,30059058,>60,5,non-work,Not Sure,non-work
938,30059077,>60,2,non-work,Not Sure,non-work
939,30059105,>60,5,0.5,>15 miles,10 - 20
940,30059117,>60,5,non-work,Not Sure,non-work
941,30059249,<=30,4,1,<=5 miles,10 - 20
942,30059253,>60,5,non-work,Not Sure,non-work
943,30059255,40 - 50,4,<0.5,<=5 miles,10 - 20
944,30059494,40 - 50,4,1,>15 miles,>30
945,30059509,50 - 60,5,0.5,>15 miles,>30
946,30059695,>60,5,non-work,Not Sure,non-work
947,30059702,>60,3,non-work,Not Sure,non-work
948,30059762,50 - 60,4,1,<=5 miles,<=10
949,30059790,>60,5,non-work,Not Sure,non-work
950,30059809,40 - 50,4,0.5,<=5 miles,>30
951,30059852,50 - 60,3,0.5,>15 miles,20 - 30
952,30059856,>60,4,non-work,Not Sure,non-work
953,30060119,30 - 40,5,1,>15 miles,20 - 30
954,30060180,<=30,3,<0.5,5-10 miles,10 - 20
955,30060194,50 - 60,4,0.5,<=5 miles,<=10
956,30060257,40 - 50,4,0,<=5 miles,>30
957,30060370,50 - 60,3,0.5,<=5 miles,<=10
958,30060456,50 - 60,5,0,<=5 miles,10 - 20
959,30060462,<=30,3,1,5-10 miles,10 - 20
960,30060493,30 - 40,3,1,5-10 miles,10 - 20
961,30060511,50 - 60,5,non-work,Not Sure,non-work
962,30060663,>60,2,non-work,Not Sure,non-work
963,30060726,<=30,4,1,<=5 miles,20 - 30
964,30060813,>60,5,0,Not Sure,non-work
965,30060848,<=30,3,<0.5,5-10 miles,20 - 30
966,30060889,>60,5,1,<=5 miles,<=10
967,30061102,<=30,4,<0.5,10 - 15 miles,10 - 20
968,30061146,>60,3,non-work,Not Sure,non-work
969,30061275,40 - 50,5,1,10 - 15 miles,<=10
970,30061290,30 - 40,5,>0.5,10 - 15 miles,20 - 30
971,30061319,>60,3,1,Not Sure,non-work
972,30061446,<=30,2,<0.5,5-10 miles,10 - 20
973,30061499,>60,2,0,<=5 miles,<=10
974,30061559,>60,5,1,>15 miles,20 - 30
975,30061560,<=30,4,0.5,10 - 15 miles,>30
976,30061703,<=30,5,<0.5,Not Sure,non-work
977,30061704,>60,3,non-work,Not Sure,non-work
978,30061784,<=30,5,<0.5,<=5 miles,<=10
979,30061846,50 - 60,4,1,5-10 miles,10 - 20
980,30061907,>60,3,0,<=5 miles,10 - 20
981,30061916,>60,5,non-work,Not Sure,non-work
982,30061938,40 - 50,5,1,5-10 miles,20 - 30
983,30062004,>60,4,non-work,Not Sure,non-work
984,30062132,>60,5,0.5,5-10 miles,10 - 20
985,30062151,>60,4,non-work,Not Sure,non-work
986,30062191,30 - 40,5,1,5-10 miles,>30
987,30062236,50 - 60,3,0.5,<=5 miles,<=10
988,30062268,40 - 50,5,1,>15 miles,<=10
989,30062293,50 - 60,5,non-work,Not Sure,non-work
990,30062524,50 - 60,5,1,>15 miles,>30
991,30062659,30 - 40,4,<0.5,<=5 miles,<=10
992,30062747,50 - 60,3,1,5-10 miles,20 - 30
993,30062748,<=30,4,<0.5,<=5 miles,20 - 30
994,30062793,>60,3,non-work,Not Sure,non-work
995,30062924,>60,2,non-work,Not Sure,non-work
996,30062964,<=30,3,0.5,<=5 miles,>30
997,30063035,>60,2,0,Not Sure,non-work
998,30063132,30 - 40,5,<0.5,5-10 miles,10 - 20
999,30063134,30 - 40,4,1,>15 miles,>30
1000,30063215,>60,2,non-work,Not Sure,non-work
1001,30063242,>60,3,non-work,Not Sure,non-work
1002,30063261,40 - 50,5,1,10 - 15 miles,20 - 30
1003,30063344,>60,3,non-work,Not Sure,non-work
1004,30063382,40 - 50,3,1,<=5 miles,10 - 20
1005,30063455,50 - 60,4,1,<=5 miles,20 - 30
1006,30063467,50 - 60,3,1,Not Sure,non-work
1007,30063484,>60,2,non-work,Not Sure,non-work
1008,30063549,50 - 60,2,0,Not Sure,non-work
1009,30063589,40 - 50,2,0.5,<=5 miles,<=10
1010,30063599,40 - 50,5,1,>15 miles,>30
1011,30063647,>60,2,non-work,Not Sure,non-work
1012,30063724,30 - 40,3,<0.5,<=5 miles,10 - 20
1013,30063783,>60,2,1,10 - 15 miles,20 - 30
1014,30063803,<=30,3,0,<=5 miles,<=10
1015,30064025,>60,5,1,5-10 miles,10 - 20
1016,30064139,>60,2,non-work,Not Sure,non-work
1017,30064165,>60,2,non-work,Not Sure,non-work
1018,30064167,50 - 60,2,non-work,Not Sure,non-work
1019,30064186,>60,4,0,Not Sure,non-work
1020,30064266,>60,2,0.5,>15 miles,20 - 30
1021,30064270,50 - 60,4,1,5-10 miles,10 - 20
1022,30064428,<=30,5,non-work,Not Sure,non-work
1023,30064451,30 - 40,4,non-work,Not Sure,non-work
1024,30064572,<=30,3,<0.5,<=5 miles,<=10
1025,30064798,50 - 60,4,0.5,10 - 15 miles,20 - 30
1026,30064799,>60,5,0,>15 miles,>30
1027,30064874,>60,5,0,<=5 miles,10 - 20
1028,30064899,>60,4,non-work,Not Sure,non-work
1029,30064909,40 - 50,3,0.5,<=5 miles,<=10
