,HOUSEID,TRAVDAY,HOMEOWN,HHFAMINC,WALK,BIKE,TAXI,BUS,TRAIN,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,NUMADLT,YOUNGCHILD,WRKCOUNT,LIF_CYC,RAIL,URBAN,URBANSIZE,CDIVMSAR,WEBUSE17,SMPLSRCE,DRVRCNTPROP,WRKCOUNT_ratio,NUMADLT_ratio,YOUNGCHILD_ratio,HHSIZE_cleaned,VEHOWN
928,30007614,5,HOME_OWN,9,4,Never,5,4,4,4,4,4,4,4,1,2,6,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
930,30007623,1,HOME_OWN,11,1,Rarely,4,4,4,4,4,3,3,3,1,2,22,1.0,0.0,0.5,10,2,2,6,23,Daily,2,1.0,>0.5,1,0,2,1
935,30007674,5,HOME_OWN,6,NA,NA,-9,-9,-9,2,2,4,4,4,2,1,7,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
951,30007748,3,HOME_OWN,8,4,Never,5,5,5,1,2,3,4,4,1,2,4,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
953,30007757,6,HOME_OWN,10,4,Never,4,4,4,3,3,3,3,3,1,>2,6,1.0,0.0,0.3333333333333333,10,1,1,2,21,Daily,2,1.0,<0.5,1,0,>2,1
969,30007907,5,HOME_OWN,1,5,Never,5,5,5,1,3,5,5,5,2,1,9,1.0,0.0,0.0,9,2,4,6,22,Daily,2,1.0,0,1,0,1,1
981,30007978,7,HOME_OWN,8,1,Rarely,5,5,5,2,2,2,2,5,1,2,20,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1
1006,30008157,4,HOME_OWN,6,1,Never,4,3,1,2,3,2,4,1,1,2,6,0.6666666666666666,0.3333333333333333,0.3333333333333333,4,1,1,5,21,Daily,2,0.6666666666666666,<0.5,>0.5,<0.5,>2,1
1012,30008187,5,HOME_OWN,6,5,Rarely,5,5,5,1,1,5,5,5,1,2,11,1.0,0.0,1.0,2,2,4,6,24,Daily,2,1.0,1,1,0,2,1
1018,30008251,3,HOME_OWN,6,2,Never,5,5,5,5,5,5,5,5,1,2,1,1.0,0.0,1.0,2,2,4,6,22,Daily,2,1.0,1,1,0,2,1
1019,30008258,6,HOME_OWN,3,NA,NA,-9,-9,-9,4,2,4,4,4,1,2,0,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
1030,30008324,7,HOME_OWN,8,1,Rarely,5,4,4,1,2,2,2,3,1,2,5,0.6666666666666666,0.0,0.6666666666666666,6,2,2,6,24,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
1038,30008397,2,HOME_OWN,6,5,Never,5,5,5,2,2,3,3,3,1,2,0,1.0,0.0,1.0,2,2,4,6,23,Never,2,1.0,1,1,0,2,1
1043,30008472,3,HOME_OWN,6,3,Rarely,5,5,5,1,1,1,1,4,1,2,10,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
1045,30008483,5,HOME_OWN,6,3,Never,5,5,5,5,3,4,3,3,1,2,6,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,1,3,22,Daily,1,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
1057,30008546,5,HOME_OWN,10,2,Daily,5,4,4,5,5,5,5,5,1,>2,20,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,>2,1
1059,30008574,2,HOME_OWN,NA,NA,NA,-9,-9,-9,1,1,NA,NA,NA,1,2,2,1.0,0.0,0.0,10,2,4,6,24,Rarely,2,1.0,0,1,0,2,1
1112,30009004,3,HOME_OWN,10,2,Never,5,5,5,2,3,5,5,5,1,2,8,1.0,0.0,1.0,2,2,4,6,22,Daily,2,1.0,1,1,0,2,1
1120,30009092,1,HOME_RENT,2,3,Rarely,4,4,5,3,2,4,4,4,2,1,2,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
1124,30009116,6,HOME_OWN,7,4,Never,5,5,5,2,2,2,4,4,1,2,5,0.4,0.6,0.4,4,2,4,6,24,Daily,2,0.4,<0.5,<0.5,>0.5,>2,1
1142,30009193,6,HOME_OWN,6,4,Never,5,5,4,4,2,4,5,5,1,2,8,1.0,0.0,0.5,2,2,1,3,22,Daily,2,1.0,>0.5,1,0,2,1
1146,30009226,3,HOME_RENT,3,4,Rarely,4,5,5,2,3,3,3,3,2,2,8,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
1148,30009251,2,HOME_OWN,11,5,Never,4,5,4,5,2,5,5,5,1,2,4,1.0,0.0,0.0,10,1,1,2,21,Daily,2,0.6666666666666666,0,1,0,>2,1
1149,30009261,5,HOME_OWN,7,1,Never,4,4,4,5,4,4,4,4,1,2,5,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
1156,30009323,4,HOME_OWN,9,5,Never,4,5,5,5,5,5,5,5,1,2,19,0.6666666666666666,0.0,0.3333333333333333,6,2,1,1,23,Daily,2,0.6666666666666666,<0.5,>0.5,0,>2,1
1160,30009362,2,HOME_OWN,8,1,Rarely,4,4,4,2,4,2,2,2,1,2,14,0.4,0.2,0.4,4,2,1,1,23,Daily,2,0.4,<0.5,<0.5,<0.5,>2,1
1163,30009389,4,HOME_OWN,6,1,Rarely,5,5,4,3,4,5,5,5,1,2,7,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
1167,30009417,3,HOME_OWN,5,5,Never,5,5,5,3,2,5,5,5,1,2,2,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
1171,30009440,5,HOME_OWN,5,4,Never,5,5,4,2,3,3,5,3,1,2,4,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
1183,30009551,5,HOME_OWN,4,5,Never,5,5,5,2,3,5,5,5,1,2,12,1.0,0.0,0.0,10,2,1,1,23,Rarely,2,1.0,0,1,0,2,1
1188,30009600,4,HOME_OWN,4,2,Rarely,5,5,5,4,4,3,2,3,1,2,8,1.0,0.0,0.5,10,2,2,6,23,Daily,2,1.0,>0.5,1,0,2,1
1195,30009635,6,HOME_RENT,8,3,Rarely,4,5,4,3,3,4,4,4,1,1,0,1.0,0.0,0.6666666666666666,10,1,1,5,21,Rarely,2,0.3333333333333333,>0.5,1,0,>2,1
1203,30009694,3,HOME_RENT,1,1,Never,4,5,5,1,1,3,5,3,2,0,4,1.0,0.0,0.0,1,2,1,1,23,Daily,2,0.0,0,1,0,1,0
1204,30009702,3,HOME_OWN,5,1,Never,5,5,5,2,2,3,5,3,1,2,6,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1
1217,30009770,2,HOME_OWN,8,2,NA,5,5,5,4,2,5,5,5,1,>2,11,1.0,0.0,0.75,8,1,1,5,21,Daily,2,1.0,>0.5,1,0,>2,1
1224,30009837,7,HOME_OWN,4,5,Never,5,5,5,3,3,5,5,5,2,1,2,1.0,0.0,0.0,1,2,1,2,23,Rarely,2,1.0,0,1,0,1,1
1226,30009856,1,HOME_OWN,10,1,Never,3,2,2,4,2,3,5,2,1,2,8,1.0,0.0,0.5,10,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1
1232,30009926,2,HOME_RENT,1,2,Never,5,5,3,2,2,2,5,5,1,0,2,1.0,0.0,0.5,2,1,2,6,21,Rarely,2,0.0,>0.5,1,0,2,0
1238,30009961,1,HOME_OWN,3,1,Rarely,4,5,4,2,2,3,4,2,2,1,9,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1
1249,30010059,7,HOME_OWN,8,5,Never,5,5,5,3,4,5,5,5,1,2,5,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
1250,30010082,3,HOME_RENT,3,1,Never,4,3,2,2,2,1,5,1,1,1,5,0.5,0.0,0.5,5,1,1,5,21,Daily,2,0.5,>0.5,>0.5,0,2,0
1252,30010091,5,HOME_RENT,6,4,Rarely,5,5,4,1,2,4,4,5,1,2,10,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
1256,30010128,6,HOME_OWN,8,5,Never,-9,5,5,2,1,4,5,5,1,>2,7,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,>2,1
1262,30010151,1,HOME_OWN,3,5,Never,5,5,5,5,3,5,5,5,2,1,0,1.0,0.0,0.0,9,2,4,6,23,Rarely,2,1.0,0,1,0,1,1
1282,30010305,5,HOME_RENT,2,2,Never,5,5,5,1,2,2,5,4,1,2,5,1.0,0.0,0.0,2,2,1,1,23,Daily,2,1.0,0,1,0,2,1
1291,30010424,7,HOME_OWN,5,NA,NA,-9,-9,-9,4,3,4,4,4,2,1,3,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1
1299,30010513,1,HOME_OWN,11,5,Rarely,4,5,2,4,4,4,4,3,1,2,4,1.0,0.0,1.0,2,1,4,6,21,Daily,2,1.0,1,1,0,2,1
1317,30010649,2,HOME_RENT,1,5,Never,3,3,5,5,2,5,5,2,2,0,0,1.0,0.0,0.0,1,2,2,6,24,Daily,2,0.0,0,1,0,1,0
1318,30010665,2,HOME_RENT,4,1,Rarely,4,4,4,1,2,1,2,2,1,2,11,1.0,0.0,1.0,2,2,1,3,22,Daily,2,1.0,1,1,0,2,1
1323,30010689,4,HOME_OWN,5,1,Never,5,5,5,2,2,4,4,2,2,1,7,1.0,0.0,1.0,1,2,4,6,24,Daily,2,1.0,1,1,0,1,1
1332,30010784,3,HOME_OWN,9,5,Never,5,5,5,2,2,4,4,4,1,>2,9,1.0,0.0,0.6666666666666666,2,1,4,6,21,Daily,2,1.0,>0.5,1,0,>2,1
1334,30010786,5,HOME_RENT,2,2,NA,-9,-9,-9,2,NA,NA,NA,NA,2,1,4,1.0,0.0,0.0,1,2,2,6,24,Never,2,1.0,0,1,0,1,1
1343,30010850,5,HOME_OWN,8,NA,NA,-9,-9,-9,2,1,2,3,3,1,2,12,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
1345,30010866,2,HOME_RENT,1,5,Never,5,2,2,2,2,1,1,1,1,2,0,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
1349,30010883,5,HOME_OWN,NA,NA,Rarely,-9,-9,-9,5,5,5,5,5,1,2,8,1.0,0.0,0.0,10,2,1,3,22,Daily,2,1.0,0,1,0,2,1
1350,30010897,5,HOME_OWN,11,5,Never,5,5,5,5,1,4,4,4,1,>2,31,0.75,0.0,0.5,8,1,1,5,21,Daily,2,1.0,>0.5,>0.5,0,>2,1
1375,30011141,6,HOME_OWN,6,2,NA,4,4,4,3,3,3,3,3,2,1,3,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
1400,30011328,4,HOME_OWN,7,4,Rarely,5,4,4,1,2,1,1,3,1,>2,6,1.0,0.0,1.0,8,1,4,6,21,Daily,2,1.0,1,1,0,>2,1
1414,30011422,2,HOME_OWN,9,NA,NA,-9,-9,2,5,NA,5,5,5,1,2,16,1.0,0.0,1.0,2,1,1,5,21,Daily,1,1.0,1,1,0,2,1
1415,30011425,4,HOME_OWN,11,1,Rarely,3,4,3,2,1,1,3,1,1,>2,28,1.0,0.0,0.25,10,1,1,5,21,Daily,2,1.0,<0.5,1,0,>2,1
1431,30011584,2,HOME_OWN,4,1,Never,5,5,5,3,4,5,5,5,1,2,0,1.0,0.0,0.5,10,2,4,6,23,Rarely,2,1.0,>0.5,1,0,2,1
1445,30011698,2,HOME_OWN,2,4,Never,5,5,5,1,2,NA,4,5,2,1,4,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
1449,30011714,2,HOME_RENT,1,1,Never,4,2,2,4,2,1,1,4,1,0,6,0.5,0.25,0.25,4,1,1,5,21,Daily,2,0.0,<0.5,>0.5,<0.5,>2,0
1451,30011741,2,HOME_OWN,1,5,Never,5,5,4,3,2,5,5,3,1,2,9,1.0,0.0,0.3333333333333333,10,1,2,6,21,Daily,2,0.6666666666666666,<0.5,1,0,>2,1
1456,30011780,3,HOME_RENT,3,1,Never,4,2,5,4,2,1,3,1,2,1,2,1.0,0.0,0.0,1,2,4,6,23,Daily,2,1.0,0,1,0,1,0
1460,30011809,2,HOME_OWN,10,2,Rarely,4,5,4,5,4,4,4,4,1,2,4,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,1
1461,30011827,5,HOME_OWN,2,4,Never,5,5,5,2,3,5,5,5,1,2,2,1.0,0.0,0.0,10,2,4,6,23,Rarely,2,1.0,0,1,0,2,1
1462,30011829,4,HOME_OWN,10,2,Rarely,5,5,4,4,4,5,5,4,1,2,4,1.0,0.0,0.5,10,1,4,6,21,Daily,2,1.0,>0.5,1,0,2,1
1464,30011855,6,HOME_OWN,11,2,Rarely,4,4,4,5,5,5,5,5,1,>2,15,1.0,0.0,0.6666666666666666,2,2,1,1,23,Daily,2,1.0,>0.5,1,0,>2,1
1465,30011862,7,HOME_RENT,2,5,Never,5,5,5,1,1,5,5,5,1,2,4,0.5,0.0,0.0,6,2,4,6,23,Daily,1,0.5,0,>0.5,0,>2,1
1470,30011916,7,HOME_OWN,3,5,Never,5,5,5,2,3,4,4,4,1,1,6,1.0,0.0,0.0,2,2,4,6,24,Rarely,2,0.5,0,1,0,2,1
1481,30012035,2,HOME_OWN,10,4,Rarely,5,5,5,5,5,5,5,5,1,2,20,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,2,1,3,22,Daily,1,0.3333333333333333,<0.5,<0.5,<0.5,>2,1
1485,30012068,4,HOME_OWN,2,NA,NA,-9,-9,-9,3,NA,NA,NA,NA,1,1,4,1.0,0.0,0.0,10,2,1,2,23,Daily,1,0.5,0,1,0,2,1
1486,30012078,4,HOME_RENT,4,1,Never,5,5,5,1,1,2,5,5,2,1,5,1.0,0.0,0.0,9,2,4,6,23,Daily,2,1.0,0,1,0,1,1
1492,30012127,7,HOME_OWN,6,1,Rarely,4,4,4,2,3,2,3,2,1,2,4,1.0,0.0,1.0,10,1,4,6,21,Daily,2,1.0,1,1,0,2,1
1496,30012181,1,HOME_OWN,6,5,Never,5,4,5,4,4,5,5,5,1,2,16,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1
1498,30012223,2,HOME_RENT,2,3,Never,3,4,3,1,3,2,2,4,2,1,0,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
1502,30012256,5,HOME_OWN,6,1,Never,5,5,5,3,3,5,5,5,1,2,7,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
1507,30012285,4,HOME_RENT,7,1,Never,4,4,1,5,3,2,3,1,2,0,5,1.0,0.0,1.0,1,1,1,5,21,Daily,2,0.0,1,1,0,1,0
1510,30012338,2,HOME_OWN,4,1,Never,5,5,5,5,5,5,5,5,2,1,7,1.0,0.0,1.0,1,2,4,6,23,Daily,2,1.0,1,1,0,1,1
1512,30012356,1,HOME_OWN,6,5,Never,5,5,5,2,3,NA,NA,NA,1,1,0,1.0,0.0,0.0,10,2,1,1,23,Daily,2,0.5,0,1,0,2,1
1513,30012365,1,HOME_RENT,2,1,Never,4,2,5,3,2,2,5,2,2,0,4,1.0,0.0,0.0,9,2,1,3,23,Daily,2,0.0,0,1,0,1,0
1519,30012385,3,HOME_OWN,8,1,Rarely,5,5,5,2,2,4,4,4,2,1,4,1.0,0.0,1.0,1,2,1,3,23,Daily,1,1.0,1,1,0,1,1
1521,30012396,1,HOME_RENT,6,2,Never,4,3,4,5,4,4,4,3,1,2,12,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
1533,30012493,5,NA,3,5,Never,5,5,5,2,2,3,3,3,2,1,4,1.0,0.0,0.0,9,2,2,6,24,Daily,2,1.0,0,1,0,1,1
1565,30012723,4,HOME_OWN,6,4,Never,5,5,5,4,3,5,5,5,1,2,9,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
1572,30012777,1,HOME_OWN,7,1,Rarely,5,5,5,3,3,4,4,5,1,2,5,1.0,0.0,0.0,10,2,1,2,23,Daily,2,1.0,0,1,0,2,1
1578,30012863,4,HOME_OWN,8,2,Rarely,5,5,4,3,3,4,4,5,1,2,11,0.6666666666666666,0.0,0.6666666666666666,6,1,4,6,21,Daily,2,0.6666666666666666,>0.5,>0.5,0,>2,1
1589,30012971,4,HOME_OWN,11,1,Rarely,5,2,2,4,4,3,4,1,1,2,10,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
1594,30013015,3,HOME_OWN,5,2,Never,5,5,5,2,2,3,4,4,1,2,7,1.0,0.0,0.5,10,2,1,3,23,Daily,2,1.0,>0.5,1,0,2,1
1597,30013022,5,HOME_OWN,NA,5,Never,5,4,4,5,1,5,5,5,1,2,0,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
1624,30013226,7,HOME_OWN,7,4,Rarely,5,5,5,2,2,3,3,5,1,2,23,0.5,0.0,0.5,6,2,1,3,22,Daily,2,0.5,>0.5,>0.5,0,>2,1
1628,30013246,7,HOME_OWN,6,5,Never,5,5,5,1,1,5,5,5,1,2,8,1.0,0.0,0.0,10,1,4,6,21,Daily,2,1.0,0,1,0,2,1
1643,30013369,3,HOME_OWN,5,3,Never,4,5,4,2,3,5,5,5,1,2,12,1.0,0.0,0.5,10,2,4,6,24,Daily,2,1.0,>0.5,1,0,2,1
1656,30013491,1,HOME_OWN,3,2,Never,4,4,5,3,2,3,5,4,2,1,4,1.0,0.0,0.0,9,2,1,3,22,Rarely,2,1.0,0,1,0,1,1
1665,30013577,6,HOME_OWN,7,3,Rarely,5,5,5,3,3,2,3,3,1,>2,3,0.5,0.0,0.75,6,2,2,6,23,Daily,2,0.75,>0.5,>0.5,0,>2,1
1675,30013656,7,HOME_OWN,5,4,Never,4,5,5,5,5,5,5,5,2,1,3,1.0,0.0,0.0,9,2,4,6,23,Never,2,1.0,0,1,0,1,1
1686,30013798,3,HOME_OWN,11,2,Rarely,5,1,1,2,1,4,4,4,1,2,6,0.5,0.25,0.5,4,1,1,5,21,Daily,2,0.5,>0.5,>0.5,<0.5,>2,1
1696,30013861,2,HOME_OWN,4,NA,NA,-9,-9,-9,3,2,4,5,5,2,1,3,1.0,0.0,0.0,9,1,1,5,21,Daily,1,1.0,0,1,0,1,1
1699,30013884,1,HOME_RENT,6,4,Rarely,5,1,1,2,4,4,4,1,2,1,9,1.0,0.0,1.0,1,1,1,5,21,Daily,1,1.0,1,1,0,1,1
1709,30013938,5,HOME_OWN,NA,4,Never,-9,5,5,2,3,4,4,4,1,2,4,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
1732,30014090,5,HOME_RENT,3,3,Never,3,3,4,1,1,1,5,2,2,1,0,1.0,0.0,0.0,9,2,1,1,23,Rarely,2,1.0,0,1,0,1,0
1748,30014297,6,HOME_RENT,5,NA,NA,-9,-9,-9,2,3,5,5,5,2,1,7,1.0,0.0,0.0,9,1,1,5,21,Daily,2,1.0,0,1,0,1,1
1756,30014349,1,HOME_OWN,6,4,Rarely,5,5,5,2,2,3,3,3,1,2,7,0.6666666666666666,0.0,0.6666666666666666,6,2,4,6,24,Daily,1,0.6666666666666666,>0.5,>0.5,0,>2,1
1760,30014376,6,HOME_OWN,3,NA,NA,-9,-9,-9,3,3,3,3,3,1,1,0,1.0,0.0,0.5,10,2,1,3,22,Daily,2,0.5,>0.5,1,0,2,1
1765,30014395,1,HOME_OWN,6,2,Never,5,5,5,4,4,4,4,4,1,2,7,1.0,0.0,0.5,10,2,2,6,24,Daily,2,1.0,>0.5,1,0,2,1
1774,30014478,1,HOME_OWN,3,5,Never,5,5,5,4,4,5,5,5,2,1,5,1.0,0.0,0.0,9,2,1,1,23,Rarely,2,1.0,0,1,0,1,1
1777,30014498,2,HOME_OWN,6,5,Never,5,5,5,4,4,3,3,3,1,2,10,1.0,0.0,0.5,10,2,1,3,23,Daily,2,1.0,>0.5,1,0,2,1
1790,30014580,5,HOME_OWN,5,2,Rarely,5,5,4,3,4,2,2,5,1,2,8,1.0,0.0,0.0,10,2,1,3,22,Daily,2,1.0,0,1,0,2,1
1794,30014598,6,HOME_OWN,7,5,Never,4,5,5,1,2,5,5,3,1,>2,7,1.0,0.0,0.3333333333333333,2,1,1,5,21,Daily,2,1.0,<0.5,1,0,>2,1
1797,30014643,1,HOME_OWN,6,2,Rarely,5,5,5,1,2,3,3,3,1,2,3,1.0,0.0,0.5,2,1,1,1,21,Daily,2,1.0,>0.5,1,0,2,1
1809,30014701,4,HOME_OWN,7,4,Never,5,5,5,2,2,5,5,5,1,2,9,0.6666666666666666,0.3333333333333333,0.6666666666666666,4,2,4,6,23,Daily,1,0.6666666666666666,>0.5,>0.5,<0.5,>2,1
1811,30014708,6,HOME_OWN,6,5,Never,5,5,5,2,3,5,5,5,1,2,10,1.0,0.0,0.0,10,2,1,1,23,Daily,2,1.0,0,1,0,2,1
1812,30014711,3,HOME_OWN,3,NA,NA,-9,-9,-9,2,NA,NA,NA,NA,1,2,6,1.0,0.0,0.0,10,2,4,6,24,Daily,2,1.0,0,1,0,2,1
1826,30014816,5,HOME_OWN,4,1,Rarely,5,5,5,2,2,2,2,4,1,2,0,1.0,0.0,0.0,10,2,4,6,23,Daily,2,1.0,0,1,0,2,1
1835,30014907,1,HOME_OWN,7,2,Rarely,4,5,4,4,4,4,4,4,1,2,4,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
1840,30014950,7,NA,4,2,Never,5,5,5,3,5,4,4,5,2,1,5,1.0,0.0,0.0,9,2,4,6,24,Daily,2,1.0,0,1,0,1,1
1844,30014964,5,HOME_OWN,6,4,Never,5,3,3,5,2,2,5,1,2,1,3,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
1855,30015012,5,HOME_OWN,8,1,Rarely,3,2,3,3,2,1,1,4,2,1,7,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
1860,30015055,3,HOME_OWN,1,1,Daily,5,4,5,2,2,1,1,3,2,0,3,1.0,0.0,0.0,1,2,1,3,22,Daily,2,0.0,0,1,0,1,0
1862,30015077,4,HOME_RENT,2,3,Never,4,3,3,5,3,5,5,5,2,0,5,1.0,0.0,0.0,1,1,1,5,21,Rarely,2,0.0,0,1,0,1,0
1864,30015089,3,HOME_RENT,9,1,Never,2,4,1,4,4,2,5,1,1,2,4,1.0,0.0,1.0,2,1,1,5,21,Daily,2,1.0,1,1,0,2,0
1868,30015147,4,HOME_RENT,5,2,Never,5,5,5,3,4,4,4,4,2,1,4,1.0,0.0,1.0,1,2,1,3,22,Daily,2,1.0,1,1,0,1,1
1874,30015211,1,HOME_RENT,11,1,Never,2,5,2,4,2,4,4,2,2,1,5,1.0,0.0,1.0,1,1,1,5,21,Daily,2,1.0,1,1,0,1,1
1879,30015268,3,HOME_RENT,7,5,Never,5,5,5,2,3,4,4,4,1,2,14,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
1882,30015320,2,HOME_OWN,5,4,Never,5,5,5,2,3,3,3,3,1,2,13,1.0,0.0,0.5,10,2,1,3,23,Daily,2,1.0,>0.5,1,0,2,1
1891,30015364,1,HOME_OWN,2,3,Rarely,5,5,5,3,3,3,3,3,1,1,4,0.3333333333333333,0.0,0.3333333333333333,5,2,1,3,22,Daily,2,0.3333333333333333,<0.5,<0.5,0,>2,1
1892,30015377,2,HOME_OWN,11,2,Rarely,4,5,5,2,3,3,3,3,2,1,2,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
1895,30015416,3,HOME_RENT,3,1,Never,4,4,2,1,3,4,4,2,1,1,2,1.0,0.0,0.5,2,1,1,5,21,Daily,2,0.5,>0.5,1,0,2,1
1897,30015421,2,HOME_RENT,8,1,Rarely,5,5,5,3,3,3,3,3,1,2,20,0.4,0.4,0.4,4,2,4,6,24,Daily,2,0.4,<0.5,<0.5,<0.5,>2,1
1901,30015453,4,HOME_OWN,1,1,Never,4,3,5,2,2,1,3,1,2,1,5,1.0,0.0,0.0,9,2,1,1,23,Daily,2,1.0,0,1,0,1,0
1913,30015529,2,HOME_OWN,NA,3,Never,5,5,5,3,3,3,3,3,1,2,4,1.0,0.0,0.5,10,2,1,1,23,Daily,2,1.0,>0.5,1,0,2,1
1920,30015598,3,HOME_OWN,7,2,NA,-9,-9,2,1,1,1,3,2,1,2,5,0.3333333333333333,0.3333333333333333,0.16666666666666666,4,1,1,5,21,Daily,1,0.3333333333333333,<0.5,<0.5,<0.5,>2,1
1944,30015722,3,HOME_OWN,6,NA,NA,-9,-9,-9,2,2,3,3,5,1,>2,13,1.0,0.0,0.6666666666666666,10,1,1,5,21,Daily,2,1.0,>0.5,1,0,>2,1
1947,30015730,1,HOME_OWN,9,1,Never,3,5,1,5,4,5,5,3,2,2,8,1.0,0.0,0.5,10,1,1,5,21,Daily,2,1.0,>0.5,1,0,2,1
1952,30015784,6,HOME_OWN,7,3,Rarely,5,5,5,4,4,4,4,4,1,2,8,1.0,0.0,1.0,2,2,2,6,22,Daily,2,1.0,1,1,0,2,1
1973,30015979,2,HOME_OWN,7,3,Rarely,4,5,5,2,2,3,3,5,2,2,13,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
1977,30016017,4,HOME_OWN,5,5,Never,4,4,5,4,2,5,5,2,1,2,22,0.5,0.25,0.25,4,2,4,6,23,Daily,2,0.5,<0.5,>0.5,<0.5,>2,1
1983,30016085,6,HOME_OWN,5,4,Never,5,5,5,1,1,5,5,5,2,1,6,1.0,0.0,1.0,1,2,1,1,23,Daily,2,1.0,1,1,0,1,1
1995,30016211,4,HOME_OWN,5,1,Never,4,5,4,1,1,3,5,5,1,>2,10,1.0,0.0,0.5,10,1,4,6,21,Daily,2,0.75,>0.5,1,0,>2,1
2001,30016245,2,HOME_OWN,6,4,Rarely,4,4,5,1,2,4,4,4,1,2,9,1.0,0.0,0.5,10,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
2006,30016283,4,HOME_OWN,8,3,Rarely,4,5,3,4,3,4,4,4,1,2,5,1.0,0.0,0.0,10,1,1,5,21,Daily,2,1.0,0,1,0,2,1
2010,30016310,4,NA,4,2,Rarely,4,4,5,4,3,4,5,4,1,2,14,1.0,0.0,1.0,2,2,1,1,23,Daily,2,1.0,1,1,0,2,1
2035,30016519,1,HOME_OWN,5,4,Rarely,5,5,5,2,3,4,4,4,1,2,2,0.5,0.0,0.25,6,2,1,1,23,Daily,2,0.5,<0.5,>0.5,0,>2,1
2040,30016559,5,NA,2,4,Never,5,5,5,1,3,3,3,3,1,2,18,1.0,0.0,0.5,2,2,4,6,23,Daily,2,1.0,>0.5,1,0,2,1
2045,30016634,5,HOME_OWN,10,4,Never,4,5,4,2,3,4,5,2,1,2,9,1.0,0.0,1.0,2,2,4,6,23,Daily,2,1.0,1,1,0,2,1
2048,30016656,2,HOME_OWN,3,1,Never,5,5,5,5,5,5,5,5,2,0,5,1.0,0.0,0.0,9,2,1,3,23,Never,2,0.0,0,1,0,1,0
2057,30016755,2,HOME_OWN,9,5,Never,5,5,5,4,4,4,4,4,1,2,4,1.0,0.0,1.0,2,2,2,6,24,Daily,2,1.0,1,1,0,2,1
